RoMEO Record ID	Publisher	Policy Heading	Country	RoMEO colour	Published Permission	Published Restrictions	Published Max embargo	Accepted Permission	Accepted Restrictions	Accepted Max embargo	Submitted Permission	Submitted Restrictions	Submitted Max embargo	Open Access Publishing	Record Status	Updated
1823	"Islamic Azad University, Najafabad Branch"	[Default policy]	IR	blue	can	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2014-03-20
1745	"Islamic Azad University, Shahreza Branch"	[Default policy]	IR	blue	can	FALSE		can	FALSE		unclear	FALSE		All journals OA	public	2014-01-02
1726	"Islamic Press"	[Default policy]	IR	blue	can	FALSE		cannot	FALSE		cannot	FALSE		All journals OA	public	2013-12-04
2210	"Istituto Italiano di Antropologia"	[Default policy]	IT	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-01-14
937	"Istituto Superiore di Sanità"	[Default policy]	IT	blue	unknown	FALSE		can	FALSE		unclear	FALSE			public	2011-01-10
3151	"Italian Competition Authority"	[Default policy]	IT	blue	can	FALSE		cannot	FALSE		unclear	FALSE		All journals OA	public	2018-01-17
279	"Ivyspring International Publisher"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-07-27
3241	"IWA Publishing"	"Open Access Journals"	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2018-05-02
236	"IWA Publishing"	[Default policy]	GB	yellow	cannot	FALSE		restricted	FALSE	12	can	FALSE		Paid OA options	public	2018-05-02
565	"Jacob Rader Marcus Center of the American Jewish Archives"	[Default policy]	US	white	unknown	FALSE		cannot	FALSE		cannot	FALSE			public	2011-08-12
3026	"Jacobs Verlag"	[Default policy]	DE	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-05-15
3130	"Jagiellonian University"	[Default policy]	PL	blue	can	FALSE		can	FALSE		unclear	FALSE		All journals OA	public	2018-01-08
1742	"Jahan Elm Institute of Higher Education"	[Default policy]	IR	blue	can	FALSE		can	FALSE		unclear	FALSE		All journals OA	public	2013-12-12
1748	"Japan Epidemiological Association"	[Default policy]	JP	blue	can	FALSE		cannot	FALSE		cannot	FALSE		All journals OA	public	2014-01-02
618	"Japan Health Physics Society"	[Default policy]	JP	white	unknown	FALSE		unclear	FALSE		unclear	FALSE			public	2010-02-03
452	"Japan Society for Bioscience, Biotechnology, and Agrochemistry (日本農芸化学会)"	[Default policy]	JP	white	unknown	FALSE		restricted	TRUE		unclear	FALSE			public	2011-05-11
615	"Japan Society of Applied Physics"	[Default policy]	JP	yellow	cannot	FALSE		restricted	FALSE	12	can	FALSE		Paid OA options	public	2016-03-07
671	"Japan Society of Plasma Science and Fusion Research (JSPF)"	[Default policy]	JP	blue	can	FALSE		can	FALSE		unclear	FALSE			public	2009-11-05
627	"Japanese Pharmacological Society"	[Default policy]	JP	white	cannot	FALSE		restricted	FALSE	Error	cannot	FALSE			public	2010-10-26
3152	"JD Sauerlaender's Verlag"	"Rheinisches Museum für Philologie"	DE	green	cannot	FALSE		can	FALSE		can	FALSE			public	2018-01-19
954	"JD Sauerlaender's Verlag"	[Default policy]	DE	white	restricted	FALSE	36	cannot	FALSE		cannot	FALSE			public	2017-10-09
2600	"JMIR Publications"	[Default policy]	CA	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-08-27
1924	"Johann Heinrich von Thünen-Institut"	[Default policy]	DE	green	can	FALSE		can	FALSE		can	FALSE			public	2014-07-03
2095	"John Benjamins Publishing"	"AILA Review"	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-09-08
372	"John Benjamins Publishing"	[Default policy]	US	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2016-02-22
312	"John Libbey Eurotext"	[Default policy]	FR	green	cannot	FALSE		can	FALSE		can	FALSE			public	2013-04-05
45	"John Wiley and Sons"	[Default policy]	GB	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2017-11-24
1465	"Johns Hopkins University Press"	"American Journal of Mathematics"	US	green	cannot	FALSE		can	FALSE		can	FALSE			public	2017-06-01
1464	"Johns Hopkins University Press"	"Bulletin of the History of Medicine"	US	green	restricted	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2013-03-14
2304	"Johns Hopkins University Press"	"Literature and Medicine"	US	blue	cannot	FALSE		can	FALSE		unclear	FALSE			public	2015-06-10
96	"Johns Hopkins University Press"	[Default policy]	US	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2017-07-05
2626	"Joint Implant Surgery and Research Foundation"	[Default policy]	US	blue	can	FALSE		cannot	FALSE		unclear	FALSE		All journals OA	public	2015-09-01
2874	"JOMENAS Press"	[Default policy]	JO	blue	can	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2016-09-14
2086	"Jordan Publishing"	[Default policy]	GB	yellow	cannot	FALSE		restricted	TRUE		can	FALSE			public	2014-08-27
2239	"Journal for Deradicalization"	[Default policy]	AA	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-02-25
1836	"Journal Issues"	[Default policy]	NG	blue	can	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2014-05-15
2434	"Journal of Applied Pharmaceutical Science"	[Default policy]	IN	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-07-30
599	"Journal of Bone and Joint Surgery, Inc"	[Default policy]	US	blue	restricted	FALSE		cannot	FALSE		cannot	FALSE			public	2015-04-08
744	"Journal of Classroom Interaction"	[Default policy]	US	white	unknown	FALSE		unclear	FALSE		unclear	FALSE			public	2010-02-17
2627	"Journal of Ecological Anthropology"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-09-01
395	"Journal of Horticultural Science and Biotechnology"	[Default policy]	GB	white	unknown	FALSE		cannot	FALSE		cannot	FALSE			public	2008-01-11
572	"Journal of Information Systems Education"	[Default policy]	US	white	restricted	TRUE		cannot	FALSE		restricted	TRUE			public	2009-03-06
2645	"Journal of Innovative Biology"	[Default policy]	IN	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-09-03
563	"Journal of Insect Science"	[Default policy]	US	blue	can	FALSE		can	FALSE		unclear	FALSE			public	2009-02-27
2244	"Journal of Machine Learning Research"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-07-17
194	"Journal of Maps"	[Default policy]	GB	green	can	FALSE		can	FALSE		can	FALSE			public	2013-03-14
960	"Journal of Medical Internet Research"	[Default policy]	CA	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2016-01-26
1346	"Journal of Natural Products"	[Default policy]	IN	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2012-09-14
2789	"Journal of Orthopaedic and Sports Physical Therapy"	[Default policy]	US	white	cannot	FALSE		cannot	FALSE		cannot	FALSE			public	2016-05-09
747	"Journal of Philosophy"	[Default policy]	US	yellow	cannot	FALSE		restricted	FALSE	12	can	FALSE			public	2016-09-26
1283	"Journal of Reliability and Statistical Studies"	[Default policy]	IN	blue	can	FALSE		can	FALSE		cannot	FALSE			public	2012-05-09
444	"Journal of Rheumatology"	[Default policy]	CA	white	cannot	FALSE		restricted	FALSE	12	cannot	FALSE		Paid OA options	public	2016-09-23
3160	"Journal of Roman Archaeology"	[Default policy]	US	white	cannot	FALSE		cannot	FALSE		cannot	FALSE			public	2018-01-30
443	"Journal of Social History"	[Default policy]	US	white	restricted	FALSE	6	restricted	FALSE	6	cannot	FALSE			public	2010-09-27
1375	"Journal of Southern Religion"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE			public	2012-10-26
2363	"Journal of the Northern Renaissance"	[Default policy]	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-06-25
617	"Journal of Visualized Experiments (JoVE)"	[Default policy]	US	white	restricted	FALSE	24	restricted	FALSE	24	unclear	FALSE		Paid OA options	public	2013-04-03
2878	"JPR Solutions"	[Default policy]	IN	green	can	FALSE		can	FALSE		can	FALSE			public	2016-09-20
2077	"JSciMed Central"	[Default policy]	US	blue	can	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2014-08-14
660	"Jules Verne Forum"	[Default policy]	IL	blue	unknown	FALSE		can	FALSE		unclear	FALSE			public	2011-08-12
2589	"Julius Kühn-Institut - Bundesforschungsinstitut für Kulturpflanzen (Federal Research Centre for Cultivated Plants)"	"Julius-Kühn-Archiv"	DE	green	can	FALSE		can	FALSE		can	FALSE			public	2015-08-26
2368	"Julius Kühn-Institut - Bundesforschungsinstitut für Kulturpflanzen (Federal Research Centre for Cultivated Plants)"	[Default policy]	DE	green	can	FALSE		can	FALSE		can	FALSE			public	2015-07-22
1613	"Just Medical Media"	[Default policy]	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-01-28
1900	"Juta Law"	[Default policy]	ZA	white	restricted	FALSE	6	cannot	FALSE		cannot	FALSE			public	2014-05-01
2317	"KAD International"	[Default policy]	GH	green	can	FALSE		can	FALSE		can	FALSE			public	2015-06-11
1314	"Kairali Society of Oral and Maxillofacial Pathologists"	[Default policy]	IN	green	can	FALSE		cannot	FALSE		can	FALSE			public	2012-08-24
1919	"Kairos"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-05-15
2655	"Kaizen Publications"	[Default policy]	IN	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2015-09-09
2784	"KAJ Printing"	[Default policy]	PK	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2016-05-09
2204	"Kambohwell Publisher Enterprises"	[Default policy]	PK	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-01-08
733	"Kamla-Raj Enterprises"	[Default policy]	IN	white	cannot	FALSE		unclear	FALSE		unclear	FALSE			public	2010-02-09
3200	"Kansanvalistusseura (KVS)"	[Default policy]	FI	white	cannot	FALSE		restricted	FALSE	3	cannot	FALSE			public	2018-02-16
2803	"Karger Publishers Open Access"	"Creative Commons Attribution Non-Commercial"	CH	green	can	FALSE		can	FALSE		can	FALSE			public	2016-06-29
1601	"Karger Publishers Open Access"	[Default policy]	CH	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2016-06-29
242	"Karger Publishers"	[Default policy]	CH	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2016-06-29
2646	"Karkiv Polytechnic Institute"	[Default policy]	UA	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-09-03
1624	"Kashmir University, Department of Library and Information Sciences"	[Default policy]	IN	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2013-08-15
270	"Kassel University Press"	[Default policy]	DE	green	can	FALSE		can	FALSE		can	FALSE			public	2009-09-01
1034	"Kerala Orthopaedic Association"	[Default policy]	IN	blue	unknown	FALSE		can	FALSE		cannot	FALSE			public	2011-07-04
1414	"Kerman University of Medical Sciences"	[Default policy]	IR	blue	can	FALSE		can	FALSE		cannot	FALSE			public	2014-08-08
1994	"Kharkiv State Academy of Physical Culture"	[Default policy]	UA	green	unknown	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-06-26
734	"Khayyam Publishing"	[Default policy]	US	white	unknown	FALSE		unclear	FALSE		unclear	FALSE			public	2010-02-04
345	"KIT Scientific Publishing"	[Default policy]	DE	green	can	FALSE		can	FALSE		can	FALSE			public	2010-08-31
258	"Kluwer Law International"	[Default policy]	NL	blue	cannot	FALSE		can	FALSE		unclear	FALSE			public	2016-07-18
46	"Kluwer"	[Default policy]	DE	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2013-03-22
3033	"Knowledge E"	[Default policy]	AE	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-06-28
944	"Knowledgia Scientific"	[Default policy]	MY	blue	can	FALSE		can	FALSE		cannot	FALSE			public	2012-10-02
238	"Kohlhammer"	[Default policy]	DE	white	unknown	FALSE		restricted	TRUE		cannot	FALSE			public	2006-12-14
2351	"Koninklijk Nederlands Historisch Genootschap (KNHG)"	[Default policy]	NL	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-07-15
333	"Konkoly Observatory"	[Default policy]	HU	blue	can	FALSE		can	FALSE		cannot	FALSE			public	2007-06-14
1699	"Korea Health Personnel Licensing Examination Institute"	[Default policy]	KR	blue	can	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2015-11-17
2921	"Korea Institute for International Economic Policy (KIEP)"	[Default policy]	KR	green	can	FALSE		can	FALSE		can	FALSE			public	2016-12-13
2044	"Korea Institute of Science and Technology Information (KISTI)"	[Default policy]	KR	blue	can	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2014-08-05
739	"Korean Academy of Medical Sciences"	[Default policy]	KR	blue	can	FALSE		can	FALSE		unclear	FALSE			public	2010-02-11
2648	"Korean Pharmacopuncture Institute"	[Default policy]	KR	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-09-03
738	"Korean Society of Pathologists "	[Default policy]	KR	blue	can	FALSE		can	FALSE		cannot	FALSE			public	2010-02-11
1860	"Kotikielen Seura"	[Default policy]	FI	white	restricted	FALSE	12	cannot	FALSE		cannot	FALSE			public	2016-12-20
1834	"Koulutuksen tutkimuslaitos"	[Default policy]	FI	white	cannot	FALSE		restricted	FALSE	12	cannot	FALSE			public	2018-04-12
2654	"Koya University"	[Default policy]	IQ	blue	can	FALSE		cannot	FALSE		cannot	FALSE		All journals OA	public	2015-09-09
2242	"KSP Journals"	[Default policy]	TR	blue	can	FALSE		can	FALSE		unclear	FALSE		All journals OA	public	2015-02-25
1784	"KT Press"	[Default policy]	GB	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2014-02-12
3203	"Kunnallistieteen yhdistys"	[Default policy]	FI	white	cannot	FALSE		restricted	FALSE	6	restricted	TRUE			public	2018-02-16
2316	"Kuratorium fur Technik und Bauwesen in der Landwirtschaft (KTBL)"	[Default policy]	DE	green	can	FALSE		can	FALSE		can	FALSE			public	2015-06-11
1366	"Központi Statisztikai Hivatal"	[Default policy]	HU	white	restricted	FALSE	1	cannot	FALSE		cannot	FALSE			public	2013-02-13
1905	"Københavns Universitet, Informationsvidenskabelige Akademi"	[Default policy]	DK	white	cannot	FALSE		cannot	FALSE		cannot	FALSE			public	2014-05-08
1906	"Københavns Universitet, Natur- og Biovidenskabelige Fakultet"	[Default policy]	DK	white	restricted	FALSE	12	restricted	FALSE	12	cannot	FALSE			public	2014-05-08
1913	"Københavns Universitet, Sociologisk Institut, Koordinationen for Kønsforskning"	[Default policy]	DK	green	can	FALSE		can	FALSE		can	FALSE			public	2014-05-13
1155	"Laboratório Nacional de Energia e Geologia (LNEG)"	"Corrosão e Protecção de Materiais"	PT	white	restricted	FALSE	6	cannot	FALSE		cannot	FALSE			public	2011-12-13
1154	"Laboratório Nacional de Energia e Geologia (LNEG)"	[Default policy]	PT	blue	can	FALSE		can	FALSE		cannot	FALSE			public	2011-12-13
2400	"Laekartidningen Foerlag"	[Default policy]	SE	white	cannot	FALSE		cannot	FALSE		cannot	FALSE			public	2015-07-14
1643	"Landes Bioscience"	"OAJ"	US	blue	can	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2013-09-09
218	"Landes Bioscience"	[Default policy]	US	blue	cannot	FALSE		can	FALSE		cannot	FALSE		Paid OA options	public	2012-01-27
924	"Landslaget for lokalhistorie"	[Default policy]	NO	white	restricted	FALSE	24	restricted	FALSE	24	cannot	FALSE			public	2010-12-09
2670	"LAR Centre Press"	[Default policy]	CA	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2016-03-11
304	"Laser Institute of America"	[Default policy]	US	blue	cannot	FALSE		can	FALSE		unclear	FALSE			public	2011-08-12
2515	"Lasting Impressions Press"	[Default policy]	IN	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-08-17
3071	"Latin American Studies Association (LASA)"	[Default policy]	__	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-08-11
239	"Laurenti Verlag"	[Default policy]	DE	blue	unknown	FALSE		can	FALSE		cannot	FALSE			public	2006-12-14
794	"Lavoisier (Hermes Science Publications)"	[Default policy]	FR	green	cannot	FALSE		can	FALSE		can	FALSE			public	2016-02-24
402	"Lawrence and Wishart"	[Default policy]	GB	blue	cannot	FALSE		can	FALSE		cannot	FALSE			public	2015-02-12
47	"Lawrence Erlbaum Associates, Inc."	[Default policy]	US	green	unknown	FALSE		can	FALSE		can	FALSE			public	2008-07-11
2700	"Lawtext Publishing"	[Default policy]	GB	yellow	cannot	FALSE		restricted	FALSE	24	can	FALSE			public	2015-09-30
1616	"LED Edizioni Universitarie"	[Default policy]	IT	green	can	FALSE		cannot	FALSE		can	FALSE			public	2013-11-15
1774	"Ledizioni"	[Default policy]	IT	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-04-17
2986	"Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF)"	[Default policy]	DE	green	can	FALSE		can	FALSE		can	FALSE			public	2017-03-08
2175	"Leiden University Press"	[Default policy]	NL	blue	can	FALSE		cannot	FALSE		unclear	FALSE		All journals OA	public	2014-12-04
2514	"Lembaga Ilmu Pengetahuan Indonesia, Pusat Konservasi Tumbuhan Kebun Raya (Indonesian Institute of Sciences, Center for Plant Conservation Botanic Gardens)"	[Default policy]	ID	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-08-17
1910	"Leonardo/ International Society for the Arts, Sciences and Technology (Leonardo/ISAST)"	[Default policy]	US	white	restricted	FALSE	6	cannot	FALSE		unclear	FALSE			public	2014-05-08
2257	"Ler História - Associação de Actividade Científica"	[Default policy]	PT	green	can	FALSE		cannot	FALSE		can	FALSE			public	2018-01-08
3226	"LexisNexis Australia"	[Default policy]	AU	blue	restricted	FALSE		can	FALSE		unclear	FALSE			public	2018-03-26
2349	"LIBER (Ligue des Bibliothèques Européennes de Recherche – Association of European Research Libraries)"	[Default policy]	NL	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-06-17
2009	"Libertas Academica"	"Clinical Medicine Review Titles"	NZ	green	cannot	FALSE		can	FALSE		can	FALSE			public	2014-07-22
163	"Libertas Academica"	[Default policy]	NZ	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-07-22
1802	"Librairie Droz"	[Default policy]	CH	white	cannot	FALSE		cannot	FALSE		cannot	FALSE			public	2014-03-06
2307	"Library and Information Technology Association"	"Technology Electronic Reviews"	US	blue	can	FALSE		cannot	FALSE		unclear	FALSE			public	2015-06-10
1431	"Library and Information Technology Association"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE			public	2014-08-12
2308	"Library Leadership and Management Association"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-06-10
212	"Library Publishing Media"	[Default policy]	GB	blue	unknown	FALSE		can	FALSE		unclear	FALSE			public	2013-02-26
283	"Library Student Journal"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2009-04-09
1496	"Librello"	[Default policy]	CH	green	can	FALSE		can	FALSE		can	FALSE			public	2013-04-05
2211	"Lietuvos biologinės psichiatrijos draugijos (Lithuanian Society of Biological Psychiatry)"	[Default policy]	LT	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-01-14
2628	"Lifescience Global"	[Default policy]	CA	green	cannot	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-09-01
1331	"Liguori Editore"	[Default policy]	IT	white	cannot	FALSE		cannot	FALSE		restricted	TRUE			public	2012-09-06
826	"Lillehammer University College"	[Default policy]	NO	green	can	FALSE		can	FALSE		can	FALSE			public	2010-11-12
932	"Lindbergia"	[Default policy]	NL	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2013-10-02
1785	"Linguistic Society of America"	[Default policy]	US	white	restricted	FALSE	12	cannot	FALSE		cannot	FALSE		Paid OA options	public	2015-05-28
1656	"Linköping University Electronic Press"	[Default policy]	SE	blue	can	FALSE		can	FALSE		cannot	FALSE			public	2013-09-24
958	"Linnean Society of London"	[Default policy]	GB	yellow	cannot	FALSE		restricted	FALSE	12	can	FALSE		Paid OA options	public	2014-01-31
2934	"Lippincott, Williams & Wilkins"	"Creative Commons Attribution Non-Commercial No Derivatives License"	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-04-05
3011	"Lippincott, Williams & Wilkins"	"JAAOS"	US	green	can	FALSE		can	FALSE		can	FALSE			public	2017-04-05
2261	"Lippincott, Williams & Wilkins"	"No Hybrid Open Access"	US	yellow	cannot	FALSE		restricted	FALSE	12	can	FALSE			public	2016-09-26
2740	"Lippincott, Williams & Wilkins"	"Various Creative Commons"	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-04-05
48	"Lippincott, Williams & Wilkins"	[Default policy]	US	yellow	cannot	FALSE		restricted	FALSE	12	can	FALSE		Paid OA options	public	2016-09-26
2839	"Literary Dictionary Company"	[Default policy]	GB	white	cannot	FALSE		restricted	FALSE	12	cannot	FALSE			public	2016-07-26
1796	"Literati Scientific and Publishers"	[Default policy]	IN	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-03-03
2978	"Liverpool University Press"	"Modern Languages Open"	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-02-24
620	"Liverpool University Press"	[Default policy]	GB	white	cannot	FALSE		restricted	FALSE	24	cannot	FALSE		Paid OA options	public	2016-11-08
465	"Living Reviews"	[Default policy]	DE	green	can	FALSE		can	FALSE		can	FALSE			public	2011-09-21
3207	"Lomonosov Moscow State University, Faculty of Geography"	[Default policy]	RU	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2018-02-27
1555	"London Mathematical Society"	"LMS Journal of Computation and Mathematics"	GB	green	cannot	FALSE		can	FALSE		can	FALSE		All journals OA	public	2013-10-03
1527	"London Mathematical Society"	"Transactions"	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2018-01-04
1526	"London Mathematical Society"	[Default policy]	GB	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2013-10-03
708	"London School of Hygiene and Tropical Medicine, International Centre for Eye Health (ICEH)"	[Default policy]	GB	blue	unknown	FALSE		can	FALSE		unclear	FALSE			public	2016-02-16
404	"Longwoods Publishing"	[Default policy]	CA	white	restricted	FALSE	12	restricted	FALSE	12	cannot	FALSE		Paid OA options	public	2013-08-30
2585	"Lorem Ipsum Press"	[Default policy]	GR	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-08-21
268	"Lucius and Lucius Verlagsgesellschaft"	[Default policy]	DE	white	restricted	FALSE	6	restricted	FALSE	6	cannot	FALSE			public	2009-05-19
824	"Ludwig von Mises Institute"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE			public	2010-09-27
711	"LumiText Publishing"	[Default policy]	US	blue	can	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2010-01-06
3034	"Maanmittaustieteiden seura ry"	[Default policy]	FI	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-07-06
2008	"Macedonian Academy of Sciences and Arts (MASA)"	[Default policy]	MK	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-07-10
745	"Macquarie University, Department of International Communication"	[Default policy]	AU	white	unknown	FALSE		unclear	FALSE		unclear	FALSE			public	2010-02-17
1849	"Macrothink Institute"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-07-03
2516	"Maftree"	[Default policy]	IN	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-08-17
2982	"Maghreb Review"	[Default policy]	GB	white	cannot	FALSE		cannot	FALSE		cannot	FALSE			public	2017-03-06
284	"Magnolia Press"	[Default policy]	NZ	white	cannot	FALSE		cannot	FALSE		cannot	FALSE		Paid OA options	public	2016-11-25
1368	"Magyar Bankszövetség"	[Default policy]	HU	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2013-02-13
1360	"Magyar Kommunikációtudományi Társaság (Hungarian Communication Studies Association)"	[Default policy]	HU	green	can	FALSE		can	FALSE		can	FALSE			public	2013-06-24
1367	"Magyar Külügyi Intézet"	[Default policy]	HU	blue	can	FALSE		cannot	FALSE		unclear	FALSE			public	2013-02-13
1192	"Magyar Természettudományi Múzeum"	[Default policy]	HU	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2012-03-05
3086	"Magyarhoni Földtani Társulat"	[Default policy]	HU	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2018-01-18
141	"MAIK Nauka/Interperiodica (МАИК Наука/Интерпериодика)"	[Default policy]	RU	blue	unknown	FALSE		can	FALSE		unclear	FALSE			public	2010-07-22
2508	"Malaysian Online Journal of Educational Technology"	[Default policy]	MY	white	restricted	TRUE		cannot	FALSE		cannot	FALSE		All journals OA	public	2015-08-14
531	"Managed Care & Healthcare Communications"	[Default policy]	US	white	cannot	FALSE		unclear	FALSE		unclear	FALSE			public	2009-07-02
1792	"Manchester University Press"	"Cahiers Élisabéthains"	GB	white	cannot	FALSE		restricted	FALSE	18	unclear	FALSE		Paid OA options	public	2014-02-12
2754	"Manchester University Press"	"Creative Commons Attribution Non-Commercial No Derivatives License"	GB	green	can	FALSE		can	FALSE		can	FALSE			public	2017-02-03
1791	"Manchester University Press"	"Ethnicity and Race in a Changing World"	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-02-12
2939	"Manchester University Press"	"Manchester Medical Journal"	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2016-12-19
1794	"Manchester University Press"	"Redescriptions"	GB	white	cannot	FALSE		restricted	FALSE	12	unclear	FALSE		Paid OA options	public	2014-02-20
575	"Manchester University Press"	[Default policy]	GB	blue	cannot	FALSE		can	FALSE		unclear	FALSE		Paid OA options	public	2014-02-12
121	"Maney Publishing"	[Default policy]	GB	yellow	cannot	FALSE		restricted	FALSE	24	can	FALSE		Paid OA options	public	2014-01-22
49	"Marcel Dekker"	[Default policy]	GB	yellow	cannot	FALSE		restricted	FALSE	18	can	FALSE		Paid OA options	public	2007-01-25
2683	"Marina Sokolova Publishings (ИП Соколова Марина Владимировна)"	[Default policy]	RU	green	can	FALSE		can	FALSE		can	FALSE			public	2015-09-18
350	"Marine Biological Laboratory"	[Default policy]	US	white	cannot	FALSE		unclear	FALSE		unclear	FALSE			public	2009-01-07
138	"Marine Technology Society"	[Default policy]	US	white	unknown	FALSE		cannot	FALSE		cannot	FALSE			public	2009-06-01
621	"Mark Allen Healthcare"	[Default policy]	GB	white	cannot	FALSE		restricted	FALSE	6	unclear	FALSE		Paid OA options	public	2018-02-20
1521	"Marques Aviation Press"	[Default policy]	GB	green	can	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2013-04-18
351	"Marquette Books"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE			public	2009-02-13
1948	"Mary Ann Liebert"	"Open Access"	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-06-15
50	"Mary Ann Liebert"	[Default policy]	US	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2015-03-18
2955	"Maryland Institute of Research, Center for Socio-Economic Research"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-02-08
1125	"Massachusetts Institute of Technology Press (MIT Press)"	"12 month embargo"	US	green	restricted	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2018-02-12
1123	"Massachusetts Institute of Technology Press (MIT Press)"	"3 month embargo"	US	green	restricted	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2018-02-12
1124	"Massachusetts Institute of Technology Press (MIT Press)"	"6 month embargo"	US	green	restricted	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2018-02-12
