Journal Title	RoMEO Record ID	Updated
Journal of Contemporary Drama in English	414	2017-03-22
Journal of Contemporary Ethnography	65	2013-03-11
Journal of Contemporary European Research	1661	2014-05-23
Journal of Contemporary European Studies	1140	2014-03-26
Journal of Contemporary History	65	2013-03-11
JOURNAL OF CONTEMPORARY INTEGRATIVE IDEAS	2509	2015-08-17
Journal of Contemporary Mathematical Analysis	74	2014-05-16
Journal of Contemporary Painting	409	2016-02-11
Journal of Contemporary Physics	74	2014-05-16
Journal of Contemporary Physics (Armenian Academy of Sciences)	74	2014-09-22
Journal of Contemporary Psychotherapy	74	2014-09-22
Journal of Contemporary Religion	1140	2014-03-26
Journal of Contemporary Water Research and Education	580	2017-11-24
Journal of Contextual Behavioral Science	30	2015-05-01
Journal of Contingencies and Crisis Management	2052	2017-11-24
Journal of Continuing Education in Nursing	799	2017-07-17
Journal of Continuing Education in the Health Professions	48	2016-09-26
Journal of Continuing Higher Education	1140	2014-03-26
Journal of Contradicting Results in Science	2656	2015-09-11
Journal of Control, Automation and Electrical Systems	74	2014-09-23
Journal of Control, Robotics, and Mechatronic Systems	2583	2015-09-01
Journal of Control Science and Engineering	100	2018-01-08
Journal of Control Theory and Applications	74	2014-05-16
Journal of Controlled Release	2823	2017-11-09
Journal of Convention and Event Tourism	1140	2014-03-26
Journal of Convex Analysis	946	2011-02-10
Journal of Coordination Chemistry	1141	2014-03-26
Journal of Corpora and Discourse Studies	3037	2017-11-27
Journal of Corporate Accounting and Finance	1499	2014-03-18
Journal of Corporate and Commercial Law and Practice	1900	2018-01-05
Journal of Corporate Citizenship	1640	2013-09-05
Journal of Corporate Finance	30	2015-05-01
Journal of Corporate Law Studies	1600	2015-08-07
Journal of Corporate Real Estate	31	2018-02-16
Journal of Corporate Treasury Management	347	2017-11-30
Journal of Correctional Health Care	65	2013-03-11
Journal of Cosmetic and Laser Therapy	348	2013-10-29
Journal of Cosmetic Dermatology	2050	2017-11-24
Journal of Cosmetics, Dermatological Sciences and Applications	1018	2014-11-19
Journal of Cosmology and Astroparticle Physics	2940	2017-11-22
Journal of Cost Analysis and Parametrics	1605	2016-11-08
Journal of Counseling and Development	2050	2017-11-24
Journal of Counseling Psychology	12	2017-10-02
Journal of Couple and Relationship Therapy	1139	2014-03-26
Journal of Cranio-Maxillary Diseases	89	2014-08-26
Journal of Cranio-Maxillofacial Surgery	30	2015-05-01
Journal of Craniofacial Surgery	48	2016-09-26
Journal of Craniomandibular Function	431	2010-08-17
Journal of Craniovertebral Junction and Spine	89	2014-08-26
Journal of Creative Behavior	2050	2017-11-24
Journal of Creative Communications	65	2013-03-11
Journal of Creative Work	180	2017-09-08
Journal of Creativity in Mental Health	1139	2014-03-26
Journal of Credit Risk	2788	2016-09-14
Journal of Crime and Justice	1140	2014-03-26
Journal of Criminal Justice	2943	2017-01-10
Journal of Criminal Justice Education	1140	2014-03-26
Journal of Criminal Justice Research	692	2015-06-12
Journal of Criminal Law	65	2015-03-27
Journal of Criminal Law and Criminology	292	2014-06-10
Journal of Criminal Psychology	31	2018-02-16
Journal of Criminological Research, Policy and Practice	31	2018-02-16
Journal of Criminology	100	2018-01-08
Journal of Critical Analysis	1000	2016-04-15
Journal of Critical Care	985	2014-01-07
Journal of Critical Care Medicine	100	2018-01-08
Journal of Critical Realism	1142	2016-08-31
Journal of Crohn's and Colitis	1475	2017-05-30
Journal of Crohn's and Colitis Supplements	30	2015-05-01
Journal of Crop Improvement	1141	2014-03-26
Journal of Crop Science	994	2013-08-09
Journal of Crop Science and Biotechnology	74	2014-05-16
Journal of Cross-Cultural Gerontology	74	2014-09-22
Journal of Cross-Cultural Psychology	65	2013-03-11
Journal of Crustacean Biology	1476	2017-05-30
Journal of Cryptographic Engineering	74	2014-09-22
Journal of Cryptology	74	2014-09-22
Journal of Crystal Growth	30	2015-05-01
Journal of Crystallization Process and Technology	1018	2014-11-19
Journal of Crystallography	100	2018-01-08
Journal of Culinary Science and Technology	1141	2014-03-26
Journal of Cultural and Evolutionary Psychology	365	2016-06-07
Journal of Cultural Cognitive Science	74	2018-04-19
Journal of Cultural Economics	74	2014-09-22
Journal of Cultural Economy	1140	2014-03-26
Journal of Cultural Geography	1139	2014-03-26
Journal of Cultural Heritage	30	2015-05-01
Journal of Cultural Heritage Management and Sustainable Development	31	2018-02-16
Journal of Cuneiform Studies	1872	2014-08-19
Journal of Curatorial Studies	409	2016-02-11
Journal of Current Chinese Affairs	643	2010-09-08
Journal of Current Issues and Research in Advertising	1140	2014-03-26
Journal of Current Issues in Crime, Law and Law Enforcement	1800	2014-03-06
Journal of Current Issues in Finance, Business and Economics	1800	2014-03-06
Journal of Current Issues in Globalization	1800	2014-03-06
Journal of Current Issues in Media and Telecommunications	1800	2014-03-06
Journal of Current Japanese Affairs	643	2011-07-26
Journal of Current Medical Research and Practice	89	2017-03-09
Journal of Current Research in Science	1726	2013-12-12
Journal of Current Research in Scientific Medicine	89	2017-03-09
Journal of Current Southeast Asian Affairs	643	2010-09-08
Journal of Current Surgery	2452	2015-08-18
Journal of Curriculum and Pedagogy	1140	2014-03-26
Journal of Curriculum and Teaching	915	2014-07-28
Journal of Curriculum Studies	1140	2014-03-26
Journal of Customer and Contact Centre Management	347	2015-12-23
Journal of Customer Behaviour	328	2013-03-13
Journal of Cutaneous and Aesthetic Surgery	89	2014-08-26
Journal of Cutaneous Medicine and Surgery	74	2014-05-16
Journal of Cutaneous Medicine and Surgery: Incorporating Medical and Surgical Dermatology	74	2014-05-16
Journal of Cutaneous Pathology	2050	2017-11-24
Journal of Cybersecurity	2253	2017-05-30
Journal of Cystic Fibrosis	30	2015-05-01
Journal of Cytology	89	2014-08-26
Journal of Cytology and Histology	672	2015-04-28
Journal of Cytology & Molecular Biology	2458	2015-08-12
Journal of Dairy Research	2129	2014-10-09
Journal of Dairy Science	217	2016-11-24
Journal of Dance and Somatic Practices	409	2016-02-11
Journal of Dance Education	1600	2014-03-26
Journal of Data Analysis and Information Processing	1018	2014-12-05
Journal of Data and Information Quality	21	2016-04-13
Journal of Data Mining and Knowledge Discovery	994	2013-08-09
Journal of Data Mining in Genomics and Proteomics	672	2015-04-28
Journal of Database Management	455	2018-03-23
Journal of Database Marketing and Customer Strategy Management	210	2015-11-23
Journal of Datta Meghe Institute of Medical Sciences University	89	2017-03-09
Journal of Deaf Studies and Deaf Education	1476	2017-05-30
Journal of Decision Systems	1141	2014-03-26
Journal of Defense Management	672	2015-04-28
Journal of Defense Modeling and Simulation	65	2013-03-11
Journal of Defense Studies and Resource Management	2222	2016-06-01
Journal of Democracy	96	2017-07-05
Journal of Demographic Economics	2128	2015-01-07
Journal of Dental and Allied Sciences	89	2017-03-09
Journal of Dental Applications	2873	2016-09-16
Journal of Dental Biomechanics	1402	2013-08-20
Journal of Dental Education	718	2011-09-01
Journal of Dental Herald	1842	2014-04-24
Journal of Dental Implants	89	2014-08-26
Journal of Dental Lasers	89	2017-02-09
Journal of Dental Medicine	1208	2012-03-29
Journal of Dental Problems and Solutions	2636	2015-11-05
Journal of Dental Research	65	2016-03-10
Journal of Dental Research and Review	89	2017-03-09
Journal of Dental Research, Dental Clinics, Dental Prospects	2922	2016-12-14
Journal of Dental Sciences	30	2015-05-01
Journal of Dentistry	30	2015-05-01
Journal of Dentistry and Oral Hygiene	213	2016-02-19
Journal of Dentistry and Oral Implants	2816	2016-07-04
Journal of Dentistry and Orofacial Surgery	2880	2016-09-21
Journal of Dentistry for Children	760	2015-06-10
Journal of Dentistry of Tehran University of Medical Sciences	1208	2012-03-29
Journal of Dentistry, Oral Disorders and Therapy	3182	2018-02-08
Journal of Dentistry, Oral Medicine and Dental Education	180	2017-09-08
Journal of Dentofacial Anomalies and Orthodontics	137	2013-02-27
Journal of Depression and Anxiety	672	2015-04-28
Journal of Depression and Therapy	2816	2017-03-24
Journal of Derivatives Accounting	155	2014-10-29
Journal of Derivatives and Hedge Funds	210	2015-11-23
Journal of Dermatologic Research and Therapy	2816	2016-07-04
Journal of Dermatological Science	30	2015-05-01
Journal of Dermatological Treatment	348	2013-10-29
Journal of Dermatology	2053	2014-08-28
Journal of Dermatology and Clinical Research	2077	2014-08-14
Journal of Design, Business and Society	409	2016-02-11
Journal of Design History	1111	2017-01-13
Journal of Design Research	148	2018-05-01
Journal of Destination Marketing and Management	30	2018-04-18
Journal of Developing Societies	65	2014-04-08
Journal of Development and Agricultural Economics	213	2014-10-16
Journal of Development Economics	30	2015-05-01
Journal of Development Effectiveness	1140	2014-03-26
Journal of Development Studies	1140	2014-03-26
Journal of Developmental and Behavioral Pediatrics	48	2016-09-26
Journal of Developmental and Life-Course Criminology	74	2016-09-29
Journal of Developmental and Physical Disabilities	74	2014-09-22
Journal of Developmental Biology	487	2016-12-14
Journal of Developmental Entrepreneurship	155	2014-10-29
Journal of Developmental Origins of Health and Disease	2127	2014-10-07
Journal of Diabetes	2050	2017-11-24
Journal of Diabetes and its Complications	30	2015-05-01
Journal of Diabetes and Metabolic Disorders	1208	2014-09-23
Journal of Diabetes and Metabolism	672	2015-04-28
Journal of Diabetes Investigation	1760	2016-10-27
Journal of Diabetes Mellitus	1018	2014-11-19
Journal of Diabetes Research	100	2018-01-08
Journal of Diabetes Science and Technology	65	2016-02-12
Journal of Diabetology	89	2017-03-09
Journal of Diagnostic Medical Sonography	65	2013-03-11
Journal of Diagnostic Radiography and Imaging	27	2014-10-07
Journal of Dietary Supplements	348	2013-10-29
Journal of Difference Equations	100	2018-01-08
Journal of Difference Equations and Applications	1141	2014-03-26
Journal of Differential Equations	30	2015-05-01
Journal of Differential Geometry	101	2012-02-20
Journal of Digestive Diseases	2050	2017-11-24
Journal of Digestive Endoscopy	89	2014-08-26
Journal of Digital and Social Media Marketing	347	2015-12-23
Journal of Digital Asset Management	210	2015-11-23
Journal of Digital Forensic Practice	76	2014-03-26
Journal of Digital Forensics, Security and Law	2102	2014-09-15
Journal of Digital Imaging	74	2014-09-22
Journal of Digital Information Management	504	2017-06-29
Journal of Digital Media Management	347	2015-12-23
Journal of Direct, Data and Digital Marketing Practice	210	2015-11-23
Journal of Disability and Religion	1139	2015-12-10
Journal of Disability Policy Studies	65	2013-03-11
Journal of Discrete Algorithms	30	2015-05-01
Journal of Discrete Mathematical Sciences and Cryptography	1605	2016-11-08
Journal of Discrete Mathematics	100	2018-01-08
Journal of Disease Markers	2873	2016-09-16
Journal of Dispersion Science and Technology	1141	2014-03-26
Journal of Display Technology	38	2018-01-24
Journal of Dissertations	180	2017-09-08
Journal of Distance Education	2139	2014-11-10
Journal of Diversity in Higher Education	12	2017-10-02
Journal of Diversity Management	1513	2017-09-01
Journal of Divorce and Remarriage	1139	2014-03-26
Journal of Doctoral Nursing Practice	3061	2018-02-21
Journal of Documentation	31	2018-02-16
Journal of Dr. NTR University of Health Sciences	89	2014-08-26
Journal of Drug Addiction, Education and Eradication	1800	2014-03-06
Journal of Drug Assessment	348	2013-10-29
Journal of Drug Delivery	100	2018-01-08
Journal of Drug Delivery Science and Technology	2823	2017-06-15
Journal of Drug Discovery, Development and Delivery	2873	2016-09-16
Journal of Drug Education	65	2015-04-08
Journal of Drug Issues	65	2013-03-11
Journal of Drug Metabolism and Toxicology	672	2015-04-28
Journal of Drug Policy Analysis	414	2014-04-01
Journal of Drug Targeting	348	2013-10-29
Journal of Dual Diagnosis	1139	2014-03-26
Journal of Dutch Literature	1133	2016-12-16
Journal of Dynamic Systems, Measurement, and Control	116	2018-02-02
Journal of Dynamical and Control Systems	74	2014-09-22
Journal of Dynamical Systems and Geometric Theories	1605	2016-11-08
Journal of Dynamics and Differential Equations	74	2014-09-22
Journal of Dynamics and Games	477	2016-05-06
Journal of E-Governance	44	2016-04-18
Journal of E-Working	728	2010-08-27
Journal of Early Adolescence	65	2013-03-11
Journal of Early American History	154	2016-01-22
Journal of Early Childhood Literacy	65	2013-03-11
Journal of Early Childhood Research	65	2013-03-11
Journal of Early Childhood Teacher Education	1600	2014-03-26
Journal of Early Christian Studies	96	2017-07-05
Journal of Early Intervention	65	2013-03-11
Journal of Early Modern History	154	2016-01-22
Journal of Early Modern Studies	1932	2014-05-22
Journal of Earth, Environment and Health Sciences	89	2017-03-09
Journal of Earth Science	74	2014-05-16
Journal of Earth Science and Climatic Change	672	2015-04-28
Journal of Earth Science and Engineering	1203	2012-09-27
Journal of Earth Sciences and Geotechnical Engineering	2152	2015-08-07
Journal of Earth System Science	1313	2014-02-28
Journal of Earthquake and Tsunami	155	2014-10-29
Journal of Earthquake Engineering	1141	2014-08-20
Journal of Earthquakes	100	2018-01-08
Journal of East Asian Archaeology	154	2016-01-22
Journal of East Asian Linguistics	74	2014-05-16
Journal of East-West Business	1140	2014-03-26
Journal of Eastern African Studies	1140	2014-03-26
Journal of Eating Disorders	22	2015-11-23
Journal of Ecclesiastical History	2128	2014-10-07
Journal of Echocardiography	74	2014-09-22
Journal of Ecological Anthropology	2627	2015-09-02
Journal of Ecology	580	2017-11-24
Journal of Ecology and Environment	2219	2015-01-22
Journal of Ecology and Environmental Sciences	994	2013-08-09
Journal of Econometric Methods	414	2014-04-01
Journal of Econometrics	2943	2017-01-10
Journal of Economic and Administrative Sciences	31	2018-02-16
Journal of Economic and Financial Sciences	971	2018-02-09
Journal of Economic & Financial Studies	2670	2016-03-11
Journal of Economic and Social Measurement	44	2016-04-18
Journal of Economic and Social Thought	2242	2015-04-01
Journal of Economic Asymmetries	30	2017-05-03
Journal of Economic Behavior and Organization	30	2015-05-01
Journal of Economic Development, Environment and People	2062	2014-08-12
Journal of Economic Dynamics and Control	2943	2017-01-10
Journal of Economic Education	1140	2014-03-26
Journal of Economic Entomology	1476	2017-05-30
Journal of Economic Geography	1112	2017-02-08
Journal of Economic Growth	74	2014-09-22
Journal of Economic History	2130	2014-10-09
Journal of Economic Inequality	74	2014-09-25
Journal of Economic Integration	249	2015-07-30
Journal of Economic Interaction and Coordination	74	2014-09-22
Journal of Economic Issues	1140	2017-07-24
Journal of Economic Literature	5	2017-06-26
Journal of Economic Methodology	1140	2014-03-26
Journal of Economic Perspectives	5	2017-06-26
Journal of Economic Policy Reform	1140	2014-03-26
Journal of Economic Psychology	30	2015-05-01
Journal of Economic Structures	948	2015-12-22
Journal of Economic Studies	31	2018-02-16
Journal of Economic Surveys	2052	2017-11-24
Journal of Economic Theory	30	2015-05-01
Journal of Economic Theory and Social Development	1800	2014-03-06
Journal of Economics	733	2010-08-10
Journal of Economics and Business	30	2015-05-01
Journal of Economics and Finance	74	2014-09-22
Journal of Economics and Financial Analysis	3176	2018-02-01
Journal of Economics and International Finance	213	2014-10-16
Journal of Economics and Law (Revista de Economía y Derecho)	2488	2015-08-14
Journal of Economics and Management Strategy	2052	2017-11-24
Journal of Economics and Technologies Knowledge	2456	2015-08-12
Journal of Economics, Banking and Finance	180	2017-09-08
Journal of Economics Bibliography	2242	2015-04-01
Journal of Economics Library	2242	2015-04-01
Journal of Ecophysiology and Occupational Health	44	2016-04-18
Journal of Ecosystem and Ecography	672	2015-04-28
Journal of Ecosystems	100	2018-01-08
Journal of Ecotourism	1140	2014-03-26
Journal of ECT	48	2016-09-26
Journal of Ecumenical Studies	574	2017-09-22
Journal of Education	994	2013-08-09
Journal of Education and Ethics in Dentistry	89	2017-02-09
Journal of Education and Health Promotion	89	2017-02-09
Journal of Education and Human Development	180	2017-09-08
Journal of Education and Learning	1411	2013-01-16
Journal of Education and Training	1849	2014-07-03
Journal of Education and Training Studies	1743	2016-02-12
Journal of Education and Work	1140	2014-03-26
Journal of Education, Culture and Society	2267	2015-03-31
Journal of Education Finance	292	2014-06-10
Journal of Education for Business	1140	2014-03-26
Journal of Education for Library and Information Science	515	2016-07-04
Journal of Education for Students Placed at Risk	1140	2014-03-26
Journal of Education for Sustainable Development	65	2013-03-11
Journal of Education for Teaching	1140	2014-03-26
Journal of Education in New Century	1949	2014-06-04
Journal of Education Policy	1140	2014-03-26
Journal of Education Research	1800	2014-03-06
Journal of Educational Administration	31	2018-02-16
Journal of Educational Administration and History	1140	2014-03-26
Journal of Educational Administration and Management	2184	2015-08-25
Journal of Educational and Behavioral Statistics	65	2013-03-11
Journal of Educational and Developmental Psychology	914	2014-08-15
Journal of Educational and Management Studies	2387	2015-07-14
Journal of Educational and Psychological Consultation	1140	2014-03-26
Journal of Educational Change	74	2014-05-16
Journal of Educational Computing Research	65	2015-04-08
Journal of Educational Evaluation for Health Professions	1699	2015-11-17
Journal of Educational, Health and Community Psychology	1411	2013-01-16
Journal of Educational Issues	1849	2016-04-13
Journal of Educational Measurement	2081	2014-08-28
Journal of Educational Media, Memory, and Society	2917	2016-12-08
Journal of Educational Multimedia and Hypermedia	99	2010-08-03
Journal of Educational Psychology	12	2017-10-02
Journal of Educational Research	1140	2014-03-26
Journal of Educational Technology and Society	364	2015-10-20
Journal of Educational Technology Systems	65	2015-04-08
Journal of Egyptian History	154	2016-01-22
Journal of Egyptian Public Health Association	48	2017-04-05
Journal of Elasticity	74	2014-05-16
Journal of Elastomers and Plastics	65	2013-03-11
Journal of Elder Abuse and Neglect	1139	2014-03-26
Journal of Elections, Public Opinion and Parties	1140	2014-03-26
Journal of Electrical and Computer Engineering	100	2018-01-08
Journal of Electrical and Electronic Systems	672	2015-04-28
Journal of Electrical and Electronics Engineering Research	213	2014-10-16
Journal of Electrical Engineering	1851	2018-05-02
Journal of Electrical Engineering and Electronic Technology	2222	2016-04-20
Journal of Electro - myography and Kinesiology	30	2015-05-01
Journal of Electroanalytical Chemistry	30	2015-05-01
Journal of Electrocardiology	30	2015-05-01
Journal of Electroceramics	74	2014-09-22
Journal of Electromagnetic Analysis and Applications	1018	2014-11-19
Journal of Electromagnetic Waves and Applications	1141	2014-03-26
Journal of Electron Microscopy	1107	2017-05-30
Journal of Electron Microscopy Technique	580	2017-11-24
Journal of Electron Spectroscopy and Related Phenomena	30	2015-05-01
Journal of Electronic and Electrical Engineering	994	2013-08-09
Journal of Electronic Commerce in Organizations	455	2018-03-23
Journal of Electronic Imaging	127	2017-12-04
Journal of Electronic Materials	74	2017-09-13
Journal of Electronic Packaging	116	2018-02-02
Journal of Electronic Publishing	1978	2014-06-13
Journal of Electronic Resources in Medical Libraries	1134	2018-01-19
Journal of Electronic Resources Librarianship	1134	2018-01-19
Journal of Electronic Testing	74	2014-09-22
Journal of Electronics (China)	74	2014-05-16
Journal of Electronics Cooling and Thermal Control	1018	2015-01-09
Journal of Electronics Manufacturing	155	2014-10-29
Journal of Electrophysiology	1499	2014-03-18
Journal of Electrostatics	30	2015-05-01
Journal of Elementary Science Education	74	2014-05-16
Journal of Embedded Computing	44	2016-04-18
Journal of Embodied Research	2657	2017-02-14
Journal of EMDR Practice and Research	3061	2018-02-21
Journal of Emergencies, Trauma, and Shock	89	2014-08-26
Journal of Emergency Medical Services	30	2015-05-01
Journal of Emergency Medicine	672	2015-04-28
Journal of Emergency Medicine and Intensive Care	2880	2016-09-21
Journal of Emergency Medicine, Trauma and Acute Care	1007	2013-06-17
Journal of Emergency Nursing	30	2015-05-01
Journal of Emergent Science	2985	2017-03-07
Journal of Emerging Learning Design	1769	2014-01-22
Journal of Emerging Market Finance	65	2013-03-11
Journal of Emerging Technologies in Accounting	633	2016-07-28
Journal of Emotional and Behavioral Disorders	65	2013-03-11
Journal of Empirical Finance	30	2015-05-01
Journal of Empirical Legal Studies	2050	2017-11-24
Journal of Empirical Research on Human Research Ethics	1581	2015-02-24
Journal of Empirical Theology	154	2016-01-22
Journal of Employment Counseling	2050	2017-11-24
Journal of Enabling Technologies	31	2018-02-16
Journal of Encapsulation and Adsorption Sciences	1018	2014-11-19
Journal of End User Computing	21	2016-07-18
Journal of Endocrine Disorders	2873	2016-09-16
Journal of Endocrinological Investigation	74	2014-09-23
Journal of Endocrinology	1540	2016-07-25
Journal of Endocrinology and Diabetes Mellitus	2413	2016-02-10
Journal of Endocrinology and Metabolism	2452	2015-08-18
Journal of Endocrinology, Diabetes & Obesity	2077	2014-08-14
Journal of Endocrinology, Metabolism and Diabetes of South Africa	837	2010-11-12
Journal of Endodontics	30	2015-05-01
Journal of Endometriosis	473	2016-04-28
Journal of Endometriosis and Pelvic Pain Disorders	473	2016-04-28
Journal of Endourology and Part B, Videourology	50	2015-03-18
Journal of Endourology Case Reports	1948	2016-02-29
Journal of Endovascular Therapy	65	2016-02-19
Journal of Energetic Materials	1141	2014-03-26
Journal of Energy	100	2018-01-08
Journal of Energy and Power Engineering	1203	2014-08-08
Journal of Energy Engineering	14	2016-11-29
Journal of Energy Markets	2788	2016-09-14
Journal of Energy Resources Technology	116	2018-02-02
Journal of Engineering	2737	2018-03-23
Journal of Engineering and Technology	89	2017-02-09
Journal of Engineering and Technology Management	30	2015-05-01
Journal of Engineering and Technology Research	213	2014-10-16
Journal of Engineering, Computers and Applied Sciences	2061	2016-02-24
Journal of Engineering Design	1141	2014-03-26
Journal of Engineering, Design and Technology	31	2018-02-16
Journal of Engineering Education	2053	2016-11-11
Journal of Engineering for Gas Turbines and Power	116	2018-02-02
Journal of Engineering Materials and Technology	116	2018-02-02
Journal of Engineering Mathematics	74	2014-09-22
Journal of Engineering Mechanics	14	2016-11-29
Journal of Engineering Physics and Thermophysics	74	2014-05-16
Journal of Engineering Technology	640	2010-11-09
Journal of Engineering Thermophysics	141	2014-02-28
Journal of English and Germanic Philology	292	2014-06-10
Journal of English as a Lingua Franca	414	2014-04-01
Journal of English for Academic Purposes	30	2015-05-01
Journal of English Language, Literatures in English and Cultural Studies	712	2014-08-27
Journal of English Linguistics	65	2013-03-11
Journal of English Studies	1679	2014-10-24
Journal of Enhanced Heat Transfer	2372	2018-03-08
Journal of Enterprise Information Management	31	2018-02-16
Journal of Enterprise Transformation	1141	2014-03-26
Journal of Enterprising Communities: People and Places in the Global Economy	31	2018-02-16
Journal of Enterprising Culture	155	2014-10-29
Journal of Entomological and Acarological Research	644	2016-11-24
Journal of Entomological Research	44	2016-04-18
Journal of Entomology	943	2011-02-10
Journal of Entomology and Nematology	213	2014-10-16
Journal of Entomology and Zoology Studies	2039	2014-08-05
Journal of Entrepreneurial Finance	2028	2014-08-08
Journal of Entrepreneurship	65	2013-03-11
Journal of Entrepreneurship and Business Innovation	1849	2014-07-03
Journal of Entrepreneurship and Public Policy	31	2018-02-16
Journal of Entrepreneurship in Emerging Economies	31	2018-02-16
Journal of Environment	1805	2014-03-06
Journal of Environment and Development	65	2013-03-11
Journal of Environment and Ecology	1849	2014-07-03
Journal of Environment Pollution and Human Health	2188	2015-07-28
Journal of Environmental and Analytical Toxicology	672	2015-06-02
Journal of Environmental and Public Health	100	2018-01-08
Journal of Environmental Assessment Policy and Management	155	2014-10-29
Journal of Environmental Chemical Engineering	30	2015-05-01
Journal of Environmental Economics and Management	30	2015-05-01
Journal of Environmental Economics and Policy	1139	2014-03-26
Journal of Environmental Education	1140	2014-03-26
Journal of Environmental Engineering	14	2016-11-29
Journal of Environmental Engineering and Science	406	2018-03-28
Journal of Environmental Geography	1851	2018-05-02
Journal of Environmental Health Science and Engineering	22	2015-11-23
Journal of Environmental Informatics	2591	2016-02-12
Journal of Environmental Law	1480	2017-01-13
Journal of Environmental Management	30	2015-05-01
Journal of Environmental Management and Tourism	1851	2018-05-02
Journal of Environmental Medicine	1499	2014-03-18
Journal of Environmental Monitoring	63	2016-09-26
Journal of Environmental Pathology, Toxicology and Oncology	418	2018-03-08
Journal of Environmental Planning and Management	1139	2014-03-26
Journal of Environmental Policy and Planning	1139	2014-03-26
Journal of Environmental Protection	1018	2014-11-19
Journal of Environmental Psychology	2943	2017-01-10
Journal of Environmental Quality	376	2018-04-25
Journal of Environmental Radioactivity	30	2015-05-01
Journal of Environmental Science and Engineering	1203	2014-08-08
Journal of Environmental Science and Health, Part A	1141	2014-03-26
Journal of Environmental Science and Health, Part A: Toxic/Hazardous Substances and Environmental Engineering	1141	2014-03-26
Journal of Environmental Science and Health, Part B	1141	2014-03-26
Journal of Environmental Science and Health, Part B: Pesticides, Food Contaminants, and Agricultural Wastes	1141	2014-03-26
Journal of Environmental Science and Health, Part C	1141	2014-03-26
Journal of Environmental Science and Health, Part C: Environmental Carcinogenesis and Ecotoxicology Reviews	1141	2014-03-26
Journal of Environmental Science and Technology	945	2012-07-13
Journal of Environmental Science and Technology A	1203	2012-09-27
Journal of Environmental Science and Technology B	1203	2012-09-27
Journal of Environmental Sciences	30	2015-05-01
Journal of Environmental Studies and Sciences	74	2014-09-22
Journal of Environmental Systems	65	2015-04-08
Journal of Enzyme Inhibition and Medicinal Chemistry	348	2013-10-29
Journal of Enzyme Research	994	2013-08-09
Journal of Epidemiology	1748	2014-01-02
Journal of Epidemiology and Community Health	25	2017-10-09
Journal of Epidemiology and Global Health	30	2015-05-01
Journal of Epidemiology Preventive Medicine	2880	2016-09-21
Journal of Epithelial Biology and Pharmacology	1419	2014-12-19
Journal of Equine Veterinary Science	985	2014-01-07
Journal of eScience Librarianship	2938	2016-12-19
Journal of ESeC Short Papers	450	2010-09-07
Journal of Essential Oil Bearing Plants	1605	2016-11-08
Journal of Essential Oil Research	1141	2014-03-26
Journal of Esthetic and Restorative Dentistry	2050	2017-11-24
Journal of Estonian and Finno-Ugrian Linguistics	1583	2013-09-24
Journal of Ethics	74	2014-09-25
Journal of Ethnic and Cultural Diversity in Social Work	1139	2014-03-26
Journal of Ethnic and Migration Studies	1140	2014-03-26
Journal of Ethnicity in Criminal Justice	1140	2014-03-26
Journal of Ethnicity in Substance Abuse	1139	2014-03-26
Journal of Ethnobiology and Ethnomedicine	22	2015-11-23
Journal of Ethnographic Theory	2124	2014-10-08
Journal of Ethnopharmacology	30	2015-05-01
Journal of Ethology	74	2014-09-22
Journal of Eukaryotic Microbiology	2050	2017-11-24
Journal of Eurasian Studies	30	2015-05-01
Journal of Euromarketing	193	2014-03-26
Journal of European CME	2965	2017-02-15
Journal of European Competition Law and Practice	1482	2017-02-08
Journal of European Economic Association	1112	2017-04-24
Journal of European Industrial Training	31	2018-02-16
Journal of European Integration	1140	2014-03-26
Journal of European Integration History	1423	2013-01-29
Journal of European Popular Culture	409	2016-02-11
Journal of European Psychology Students	1132	2015-07-20
Journal of European Public Policy	1140	2014-03-26
Journal of European Real Estate Research	31	2018-02-16
Journal of European Social Policy	65	2013-03-11
Journal of European Studies	65	2013-03-11
Journal of European Tort Law	414	2014-04-01
Journal of Evaluation in Clinical Practice	2050	2017-11-24
Journal of Evidence-Based Complementary and Alternative Medicine	65	2016-12-15
Journal of Evidence-Based Dental Practice	30	2018-05-03
Journal of Evidence-Based Dental Practice (Brazil Edition)	30	2015-05-01
Journal of Evidence-Based Dental Practice (Portugal Edition)	30	2015-05-01
Journal of Evidence-Based Medicine	2050	2017-11-24
Journal of Evidence-Based Practices for Schools	582	2010-08-31
Journal of Evidence-Based Social Work	1139	2018-01-16
Journal of Evidence-Informed Social Work	1139	2018-01-16
Journal of Evolution Equations	74	2014-09-22
Journal of Evolutionary Biochemistry and Physiology	141	2014-02-28
Journal of Evolutionary Biology	2050	2017-11-24
Journal of Evolutionary Economics	74	2014-05-16
Journal of Evolutionary Psychology	365	2016-06-07
Journal of Exercise Science and Fitness	30	2015-05-01
Journal of Exercise Sciene and Physiotherapy	2200	2015-01-08
Journal of Exotic Pet Medicine	30	2015-05-01
Journal of Experiential Education	65	2013-06-19
Journal of Experimental and Clinical Anatomy	89	2017-03-09
Journal of Experimental and Clinical Cancer Research	22	2015-11-23
Journal of Experimental and Clinical Medicine	30	2015-05-01
Journal of Experimental and Theoretical Artificial Intelligence	1141	2014-03-26
Journal of Experimental and Theoretical Physics (JETP)	141	2011-12-15
Journal of Experimental and Theoretical Physics Letters	74	2014-05-16
Journal of Experimental Animal Science	30	2015-05-01
